Year,Country,Region,Crop_Type,Average_Temperature_C,Total_Precipitation_Mm,Co2_Emissions_Mt,Crop_Yield_Mt_Per_Ha,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_Kg_Per_Ha,Fertilizer_Use_Kg_Per_Ha,Soil_Health_Index,Adaptation_Strategies,Economic_Impact_Million_Usd,Climate_Stress_Index,Yield_Per_Input
1996,France,Grand Est,Sugarcane,0.008752188,0.298736926,0.445084746,0.395833333,0,0.197377195,0.086417283,0.93857543,0.707344956,No Adaptation,0.538345465,209.991,0.02178078
1996,Canada,Prairies,Vegetables,0.502375594,0.454749386,0.495254237,0.360416667,0.4,0.98277395,0.076215243,0.49719888,0.24364104,No Adaptation,0.16094604,304.509,0.03679868
1996,Brazil,Northeast,Wheat,0.703925981,0.772950363,0.94779661,0.1875,0.4,0.741053567,0.49829966,0.56382553,0.323378108,Drought-resistant Crops,0.076677978,489.094,0.015309842
1996,India,Maharashtra,Corn,0.780945236,0.929920129,0.143050847,0.541666667,0.6,0.502222716,0.116423285,0.383653461,0.720777365,Water Management,0.246146673,571.184,0.061725664
1996,Brazil,North,Rice,0.510627657,0.560238898,0.033220339,0.467592593,1,0.457101578,0.688337668,0.725190076,0.18448128,Water Management,0.347120042,360.783,0.022885203
1996,Usa,Northeast,Sugarcane,0.7951988,0.850260045,0.371186441,0.604166667,0.5,0.283729718,0.550110022,0.603941577,0.863246642,Organic Farming,0.39048131,528.572,0.034420697
1996,France,Provence-Alpes-Cote D’Azur,Corn,0.388347087,0.048926244,0.992542373,0.908333333,0.3,0.963658591,0.273454691,0.342236895,0.496713347,Drought-resistant Crops,0.894062638,80.12,0.089429565
1996,Argentina,Patagonia,Coffee,0.163540885,0.072415986,0.824067797,0.395833333,0.8,0.423538564,0.368073615,0.522809124,0.54086882,Crop Rotation,0.267239593,90.084,0.030129725
1996,India,Tamil Nadu,Wheat,0.502375594,0.506204635,0.135254237,1,0.5,0.880084463,0.49709942,0.430972389,0.565590169,No Adaptation,0.433178768,330.333,0.069170534
1996,Nan,North Central,Cotton,0.014253563,0.543350289,0.328474576,0.328703704,0.3,0.068570794,0.986597319,0.462384954,0.002715061,No Adaptation,0.249728,346.585,0.019364192
1996,Argentina,Northeast,Soybeans,0.564391098,0.627225381,0.529830508,0.395833333,0.5,0.454767726,0.49829966,0.49719888,0.018862532,No Adaptation,0.5028819,402.329,0.028556319
1996,Canada,British Columbia,Coffee,0.030757689,0.605068012,0.177966102,0.280092593,0.3,0.891420316,0.468693739,0.400860344,0.339382681,Organic Farming,0.186740668,380.007,0.025724469
1996,India,Tamil Nadu,Rice,0.341585396,0.277822627,0.497966102,0.325,1,0.540231162,0.660132026,0.045218087,0.016290369,Drought-resistant Crops,0.101183846,204.742,0.048093385
1996,China,Northeast,Soybeans,0.91847962,0.453752786,0.551186441,0.104166667,0.7,0.348299622,0.518903781,0.944577831,0.909545584,No Adaptation,0.137068363,310.038,0.00741412
1996,Usa,Midwest,Soybeans,0.91947987,0.507265531,0.252881356,0.395833333,0.2,0.324849967,0.077215443,0.178871549,0.485710203,Drought-resistant Crops,0.347120042,336.372,0.09486166
1996,India,Siberian,Wheat,0.237059265,0.46438318,0.497966102,0.305555556,0.9,0.822293843,0.49829966,0.712184874,0.999571306,Water Management,0.198281222,307.744,0.018223
1996,India,West Bengal,Soybeans,0.502375594,0.506204635,0.886101695,0.089583333,0.1,0.502222716,0.26225245,0.021708683,0.153901115,Crop Rotation,0.238796208,336.178,0.05131821
1996,Canada,Quebec,Wheat,0.135783946,0.309656655,0.673559322,0.310416667,1,0.660702378,0.423484697,0.055922369,0.40354387,Water Management,0.269953112,221.651,0.064447643
1996,France,Grand Est,Cotton,0.293073268,0.227539007,0.294576271,0.43287037,0.4,0.18504112,0.281856371,0.761904762,0.173478137,No Adaptation,0.347120042,173.006,0.025416301
1996,Australia,Queensland,Cotton,0.5963991,0.443615334,0.996949153,0.897916667,0.8,0.726161369,0.812362472,0.302621048,0.936839097,Water Management,0.80773515,304.643,0.060216998
1996,France,Provence-Alpes-Cote D’Azur,Cotton,0.369842461,0.322901783,0.103050847,0.395833333,0.7,0.457990665,0.127025405,0.654261705,0.295513004,Water Management,0.455398544,226.226,0.029678483
1996,Canada,Ontario,Barley,0.568642161,0.236976339,0.497966102,0.370833333,0.9,0.075350078,0.301660332,0.774409764,0.676621892,No Adaptation,0.205068259,184.396,0.021941831
1996,Brazil,Northeast,Vegetables,0.11327832,0.109486626,0.174576271,0.039351852,0.5,0.999777728,0.795159032,0.773009204,0.347813661,Drought-resistant Crops,0.114123255,103.889,0.005252012
1996,Australia,Western Australia,Fruits,0.07851963,0.624139138,0.11559322,0.159722222,0.6,0.482551678,0.328465693,0.392757103,0.985853101,Crop Rotation,0.279518431,391.306,0.020102275
1996,France,Provence-Alpes-Cote D’Azur,Rice,0.323580895,0.45253472,0.63559322,0.404166667,0.6,0.186152478,0.098619724,0.888455382,0.722349243,Water Management,0.347120042,302.766,0.02317189
1996,Argentina,Northeast,Corn,0.586146537,0.650661542,0.497966102,0.247916667,0.5,0.717048233,0.082816563,0.229091637,0.627750786,Organic Farming,0.084009015,415.43,0.054185964
1996,India,Queensland,Cotton,0.502375594,0.506204635,0.813559322,0.247916667,1,0.055345632,0.24184837,0.746798719,0.508573878,Drought-resistant Crops,0.290068129,337.336,0.017329384
1996,France,Grand Est,Vegetables,0.502375594,0.098934817,0.986101695,0.41875,0.6,0.05645699,0.232246449,0.590936375,0.751357531,Crop Rotation,0.642637878,110.031,0.031501883
1996,Usa,West,Barley,0.716179045,0.391027748,0.051864407,0.659722222,1,0.248833074,0.49829966,0.588935574,0.437124893,Crop Rotation,0.745142865,268.672,0.038910506
1996,Nigeria,South East,Corn,0.204051013,0.486529834,0.225423729,0.208333333,1,0.355967993,0.816363273,0.743097239,0.496713347,Organic Farming,0.239404969,317.536,0.011625904
1996,Australia,New South Wales,Soybeans,0.276569142,0.898921958,0.740338983,0.466666667,0,0.925872416,0.060012002,0.682973189,0.0704487,Organic Farming,0.431805818,551.863,0.034107884
1996,Argentina,Patagonia,Barley,0.861215304,0.751836029,0.925762712,0.495833333,0.4,0.999555457,0.371274255,0.760304122,0.065733067,Organic Farming,0.35414346,478.964,0.027115807
1996,India,Punjab,Wheat,0.752188047,0.521571555,0.232542373,0.5,0,0.218381863,0.287257451,0.933073229,0.496713347,Crop Rotation,0.221064425,341.795,0.024019879
1996,Australia,Queensland,Soybeans,0.522380595,0.459418043,0.375932203,1,0.5,0.567681707,0.76235247,0.494797919,0.496713347,Water Management,0.405927,306.507,0.053837472
1996,Argentina,Pampas,Rice,0.163540885,0.436535549,0.497966102,0.347916667,0.5,0.181929318,0.467893579,0.056922769,0.464418405,No Adaptation,0.3560086,290.47,0.064862172
1996,Canada,Northeast,Wheat,0.48412103,0.367773761,0.765084746,0.777083333,0.6,0.95599022,0.74634927,0.262104842,0.545441555,No Adaptation,0.347120042,258.38,0.058986675
1996,Argentina,Patagonia,Coffee,0.502375594,0.932116934,0.852542373,0.233333333,0.5,0.081240276,0.355071014,0.647058824,0.599028294,Water Management,0.267926068,575.151,0.017469446
1996,India,East,Sugarcane,0.502375594,0.506204635,0.368474576,0.497685185,0.1,0.800844632,0.559711942,0.280312125,0.173192341,No Adaptation,0.283410616,331.597,0.04559004
1996,Russia,Volga,Wheat,0.753688422,0.950830857,0.497966102,0.279166667,0.5,0.600689042,0.49829966,0.315626251,0.730494427,Water Management,0.185607336,585.506,0.02880501
1996,China,Northeast,Barley,0.897724431,0.711104046,0.497966102,0.477083333,0,0.58190709,0.834766953,0.116546619,0.238639611,Drought-resistant Crops,0.326049789,452.01,0.046149605
1996,China,North,Fruits,0.051512878,0.506204635,0.497966102,0.060185185,0.5,0.210380084,0.562512503,0.754201681,0.687767934,Drought-resistant Crops,0.063809808,328.134,0.006791659
1996,Argentina,Pampas,Wheat,0.502375594,0.506204635,0.058644068,0.763888889,0.5,0.723827517,0.184236847,0.49719888,0.112889397,No Adaptation,1,329.655,0.062562563
1996,Australia,Queensland,Vegetables,0.126781695,0.138152255,0.066101695,0.384259259,0.1,0.833851967,0.610922184,0.246698679,0.251214633,Crop Rotation,0.536849468,118.341,0.037524453
1996,France,Ile-De-France,Sugarcane,0.271817954,0.506204635,0.541016949,0.052083333,0.9,0.694154257,0.891778356,0.870348139,0.110603029,No Adaptation,0.145118255,331.958,0.005090114
1996,China,North,Wheat,0.277069267,0.757265531,0.639661017,0.183333333,0.2,0.063458546,0.169233847,0.558423369,0.994426979,No Adaptation,0.191455327,472.064,0.019016996
1996,India,Tamil Nadu,Cotton,0.948237059,0.332349831,0.973220339,0.595833333,0.4,0.41753723,0.304860972,0.49719888,0.171906259,Crop Rotation,0.889509883,245.556,0.045839018
1996,Nigeria,North Central,Corn,0.48212053,0.922200949,0.740338983,0.48125,1,0.26139142,0.49829966,0.49719888,0.95141469,No Adaptation,0.408601663,569.363,0.033434691
1996,Canada,Ontario,Soybeans,0.038259565,0.27254315,0.18,0.430555556,0.2,0.895532341,0.694938988,0.319527811,0.397542155,Organic Farming,0.392767401,193.733,0.034116083
1996,India,Tamil Nadu,Wheat,0.478369592,0.458592902,0.661694915,0.366666667,0.2,0.404645477,0.678335667,0.49719888,0.546441841,Water Management,0.404508717,307.446,0.024031191
1996,India,West,Sugarcane,0.371342836,0.565575527,0.251186441,0.537037037,0.6,0.091798177,0.26105221,0.3777511,0.802372106,Drought-resistant Crops,0.769253685,363.229,0.053433642
1996,India,Quebec,Rice,0.834208552,0.033398583,0.320677966,0.677083333,0.2,0.070237831,0.339667934,0.537815126,0.177050586,Drought-resistant Crops,0.933502578,70.629,0.047025219
1996,Canada,Ontario,Cotton,0.688422106,0.850445791,0.225762712,0.469907407,0.2,0.772060458,0.278455691,0.581832733,0.18591026,Crop Rotation,0.307119913,525.508,0.033921488
1996,India,Victoria,Fruits,0.502375594,0.51027319,0.603389831,0.264583333,0.3,0.693709713,0.788557712,0.861044418,0.29651329,Water Management,0.173302593,336.354,0.012590895
1996,India,Northeast,Sugarcane,0.014503626,0.479521489,0.078644068,0.395833333,0,0.862080462,0.701740348,0.630552221,0.800514433,Drought-resistant Crops,0.110949926,308.039,0.021787371
1996,Argentina,Northwest,Wheat,0.474368592,0.732797051,0.441694915,0.263888889,0,0.929095355,0.913782757,0.808223289,0.093741069,nan,0.367730487,458.579,0.012470588
1996,Russia,Siberian,Corn,0.409352338,0.017574441,0.628135593,0.347916667,0.5,0.502222716,0.49829966,0.957482993,0.574592741,Drought-resistant Crops,0.196467891,59.993,0.016054254
1996,Canada,Quebec,Barley,0.143285821,0.313196548,0.119661017,0.331018519,0,0.343187375,0.159431886,0.155662265,0.433409546,Crop Rotation,0.131829132,216.821,0.076547231
1996,India,Patagonia,Wheat,0.68592148,0.4070805,0.500338983,0.254166667,0.5,0.787730607,0.787957592,0.7484994,0.825807374,Drought-resistant Crops,0.444596275,280.266,0.013432836
1996,Usa,Northeast,Barley,0.502375594,0.063471595,0.205762712,0.395833333,0.5,0.97799511,0.081016203,0.600340136,0.607887968,No Adaptation,0.347120042,83.069,0.033184821
1996,India,Maharashtra,Coffee,0.502375594,0.921482969,0.064067797,0.050925926,0.2,0.99866637,0.49829966,0.848039216,0.471706202,Water Management,0.131000181,561.619,0.006051847
1996,Usa,West,Coffee,0.828957239,0.779583643,0.581694915,0.13125,0.5,0.669815515,0.515303061,0.614645858,0.272363532,Drought-resistant Crops,0.259319224,491.268,0.011526692
1996,Canada,Ontario,Sugarcane,0.782445611,0.856528976,0.534915254,0.395833333,1,0.502222716,0.99639928,0.307222889,0.493140897,Water Management,0.083976634,534.378,0.026486818
1996,India,Punjab,Soybeans,0.502375594,0.749367749,0.202033898,0.439814815,0.1,0.469993332,0.522104421,0.147058824,0.893541012,Crop Rotation,0.665233272,466.272,0.056179775
1996,Nigeria,North Central,Corn,0.604151038,0.677862634,0.810508475,0.925,0.2,0.884752167,0.594718944,0.12735094,0.786367534,Crop Rotation,1,433.042,0.102230398
1996,Australia,New South Wales,Barley,0.824706177,0.756083186,0.821016949,0.439583333,0.9,0.900977995,0.329065813,0.49719888,0.561874821,No Adaptation,0.639121312,480.977,0.034965764
1996,India,Volga,Fruits,0.179544886,0.414303166,0.05559322,0.113425926,0,0.502222716,0.066813363,0.513705482,0.496713347,Drought-resistant Crops,0.182349817,273.299,0.016870065
1996,France,Ile-De-France,Wheat,0.238059515,0.849642081,0.81559322,0.097916667,0.9,0.180373416,0.986997399,0.829831933,0.36267505,Crop Rotation,0.162675181,526.275,0.006548155
1996,India,North Central,Sugarcane,0.626906727,0.899297022,0.960338983,0.677083333,1,0.721493665,0.872774555,0.059123649,0.574735639,Organic Farming,0.347120042,560.223,0.066739173
1996,France,Provence-Alpes-Cote D’Azur,Cotton,0.745686422,0.75398997,0.767118644,0.395833333,0.5,0.089686597,0.429685937,0.49719888,0.145184338,Organic Farming,0.174209258,477.58,0.029912754
1996,France,Nouvelle-Aquitaine,Barley,0.502375594,0.000532234,0.151525424,0.20625,0.5,0.07846188,0.158231646,0.015506202,0.250785939,Water Management,0.347226899,47.349,0.127836034
1996,Nigeria,North West,Sugarcane,0.567891973,0.506204635,0.108474576,1,1,0.992220493,0.605521104,0.143757503,0.776364676,Water Management,0.716893765,331.882,0.104444931
1996,India,Maharashtra,Fruits,0.934733683,0.00439361,0.752542373,0.16875,1,0.763280729,0.200640128,0.113245298,0.259788511,Crop Rotation,0.18351553,61.017,0.052680965
1996,Nigeria,North West,Rice,0.502375594,0.419539778,0.497966102,0.216666667,1,0.745832407,0.910182036,0.121448579,0.58731066,Water Management,0.347120042,286.019,0.023623658
1996,Argentina,Pampas,Sugarcane,0.850962741,0.278261988,0.675254237,0.21875,0.4,0.297843965,0.588517704,0.091836735,0.929408402,Drought-resistant Crops,0.415026034,211.468,0.035200606
1996,India,Maharashtra,Corn,0.780945236,0.929920129,0.143050847,0.541666667,0.6,0.502222716,0.49829966,0.383653461,0.720777365,Water Management,0.246146673,571.184,0.043397107
1996,India,South West,Cotton,0.869717429,0.54413971,0.838305085,0.241666667,0.5,0.807401645,0.74374875,0.49719888,0.745927408,Drought-resistant Crops,0.291667746,362.202,0.016994654
1996,India,Punjab,Barley,0.882970743,0.925551523,0.861016949,0.575,1,0.764280951,0.673134627,0.455682273,0.451843384,Organic Farming,0.338775484,577.116,0.036569862
1996,Nigeria,South East,Corn,0.204051013,0.486529834,0.225423729,0.208333333,1,0.355967993,0.816363273,0.49719888,0.496713347,Organic Farming,0.347120042,317.536,0.014747651
1996,Usa,Midwest,Wheat,0.845711428,0.703377722,0.406440678,0.173611111,0.5,0.300400089,0.561912382,0.474689876,0.44012575,Drought-resistant Crops,0.343503096,447.25,0.015671934
1996,Nigeria,North Central,Fruits,0.398099525,0.506204635,0.497966102,0.716666667,0.5,0.341964881,0.055611122,0.443777511,0.036581881,Organic Farming,0.22468461,332.292,0.073614283
1996,Brazil,Southeast,Barley,0.40460115,0.052337544,0.474915254,0.279166667,0.1,0.146254723,0.907581516,0.459983994,0.480851672,Organic Farming,0.104797555,77.244,0.017925958
1996,Canada,Quebec,Barley,0.580145036,0.828052666,0.889152542,0.229166667,0.3,0.207490553,0.202040408,0.43467387,0.507430694,Water Management,0.333853587,517.742,0.026383291
1996,Australia,New South Wales,Barley,0.899974994,0.076573841,0.497966102,0.354166667,0.6,0.585018893,0.962192438,0.978991597,0.487710775,Organic Farming,0.594396809,97.961,0.013470304
1996,Argentina,Patagonia,Cotton,0.747936984,0.251150197,0.884745763,0.395833333,0.4,0.656479218,0.73754751,0.994997999,0.36053158,No Adaptation,0.224574515,196.906,0.015725102
1996,Canada,Quebec,Wheat,0.758689672,0.546250786,0.493898305,0.65,0.8,0.221382529,0.871574315,0.49719888,0.638896828,No Adaptation,0.710145585,359.604,0.034549311
1996,Nigeria,Northeast,Rice,0.261815454,0.844291164,0.261694915,0.407407407,0.5,0.383863081,0.090018004,0.357943177,0.241497571,No Adaptation,0.496522291,517.862,0.053497942
1996,Usa,Midwest,Wheat,0.411852963,0.449491341,0.62,0.216666667,1,0.153589687,0.49389878,0.919067627,0.716776222,No Adaptation,0.271993109,302.783,0.011786717
1996,India,West Bengal,Barley,0.515628907,0.721409384,0.147118644,0.719907407,0,0.286730385,0.49829966,0.462585034,0.345670191,Crop Rotation,1,450.091,0.049321142
1996,Russia,Volga,Corn,0.04576144,0.378332714,0.733220339,0.18125,0,0.408312958,0.49829966,0.046418567,0.275793084,Crop Rotation,0.235907831,257.551,0.040320471
1996,Canada,Prairies,Corn,0.143785946,0.425501515,0.497966102,0.283333333,0.2,0.502222716,0.946589318,0.302521008,0.123892541,Crop Rotation,0.236626687,283.455,0.02130042
1996,India,Punjab,Fruits,0.271567892,0.508165686,0.34779661,0.395833333,0.9,0.597799511,0.287657532,0.12505002,0.611031723,Organic Farming,0.34281662,331.343,0.077391616
1996,Brazil,Northeast,Sugarcane,0.041010253,0.506204635,0.771186441,0.302083333,0.8,0.153589687,0.665133027,0.782412965,0.795655902,Organic Farming,0.280185478,331.026,0.015601387
1996,China,Central,Sugarcane,0.136034009,0.109086558,0.099661017,0.395833333,0.7,0.499110914,0.444288858,0.256302521,0.290940269,Drought-resistant Crops,0.328912261,103.675,0.044207941
1996,Argentina,Patagonia,Cotton,0.747936984,0.251150197,0.884745763,0.683333333,0.4,0.656479218,0.73754751,0.994997999,0.36053158,No Adaptation,0.224574515,196.906,0.024767036
1996,Argentina,Patagonia,Nan,0.23455864,0.522678888,0.590508475,0.502083333,0.8,0.544787731,0.486297259,0.053321329,0.75278651,Organic Farming,0.784647566,340.973,0.085392892
1996,France,Ile-De-France,Rice,0.631407852,0.420582814,0.113220339,0.453703704,0,0.502667259,0.020604121,0.153561425,0.848385253,Organic Farming,0.293519934,282.746,0.138426192
1996,Argentina,Northwest,Sugarcane,0.83295824,0.368138109,0.645423729,0.395833333,0.5,0.536452545,0.610922184,0.705082033,0.801800514,Drought-resistant Crops,0.347120042,261.51,0.021166095
1996,India,Queensland,Cotton,0.502375594,0.039478196,0.912542373,0.395833333,0.5,0.518781952,0.829365873,0.942677071,0.496713347,Crop Rotation,0.106753361,75.89,0.015798713
1996,Canada,Quebec,Rice,0.502375594,0.456517546,0.822711864,0.329166667,0.9,0.911647033,0.168833767,0.835834334,0.625750214,Organic Farming,0.439292283,309.397,0.020124704
1996,Canada,Ontario,Cotton,0.067516879,0.215658399,0.351186441,0.087962963,1,0.56390309,0.305261052,0.420468187,0.082452129,Organic Farming,0.026455198,165.349,0.014231824
1996,France,Ile-De-France,Rice,0.494123531,0.959718095,0.351864407,0.4375,0.4,0.421315848,0.086417283,0.506702681,0.848099457,Crop Rotation,0.723803849,585.875,0.041785714
1996,Canada,Ontario,Wheat,0.732433108,0.341687146,0.472881356,0.275462963,0.8,0.502222716,0.583316663,0.712484994,0.637182052,Water Management,0.094811284,244.567,0.016171975
1996,Nigeria,North Central,Corn,0.112028007,0.640327628,0.376271186,0.171296296,0.5,0.238164036,0.49829966,0.969487795,0.67747928,Crop Rotation,0.293727171,402.879,0.00968661
1996,Brazil,North,Sugarcane,0.43835959,0.026325942,0.989830508,0.479166667,0.5,0.502222716,0.411282256,0.49719888,0.496856245,Organic Farming,0.485247261,68.442,0.035348576
1996,China,Central,Coffee,0.401850463,0.245242041,0.838305085,0.685416667,0.3,0.912536119,0.187037407,0.784813926,0.56759074,Crop Rotation,0.852828796,188.835,0.038399189
1996,Australia,Northeast,Cotton,0.465866467,0.309070841,0.844745763,0.395833333,0.5,0.729717715,0.426885377,0.49719888,0.542583595,Crop Rotation,0.621532005,225.798,0.029970862
1996,Brazil,Northeast,Barley,0.712178045,0.94759816,0.368135593,0.664351852,1,0.502222716,0.381076215,0.657162865,0.496713347,Water Management,0.394179209,583.049,0.038708173
1996,Australia,New South Wales,Barley,0.691672918,0.636251929,0.93220339,0.664583333,0.6,0.929762169,0.49829966,0.567226891,0.405687339,Organic Farming,0.84464938,412.671,0.04018635
1996,Argentina,Northeast,Fruits,0.502375594,0.749757101,0.193898305,0.905092593,0.4,0.670593465,0.533706741,0.632853141,0.936981995,No Adaptation,1,467.018,0.047927888
1996,Brazil,Southeast,Rice,0.12628157,0.182213379,0.540677966,0.166666667,0.5,0.226383641,0.331666333,0.532012805,0.741640469,Water Management,0.339597959,148.005,0.016527758
1996,Nigeria,South West,Vegetables,0.075018755,0.506204635,0.497966102,0.164583333,0.1,0.502222716,0.879175835,0.49719888,0.496713347,Drought-resistant Crops,0.045916121,327.616,0.012262357
1996,India,West Bengal,Soybeans,0.293823456,0.311174773,0.24440678,0.537037037,0.9,0.798844188,0.236047209,0.49719888,0.139325522,Organic Farming,0.668264125,220.399,0.044298737
1996,France,Ile-De-France,Wheat,0.11927982,0.686174773,0.256271186,0.502314815,0.3,0.066348077,0.931586317,0.676370548,0.653758217,Crop Rotation,0.43381991,427.174,0.022741082
1996,Brazil,South,Barley,0.829957489,0.296225782,0.555932203,0.285416667,0.1,0.152144921,0.817563513,0.177070828,0.639325522,Organic Farming,0.505893324,219.618,0.028238255
1996,India,North,Soybeans,0.180045011,0.404772961,0.142372881,0.189814815,0,0.449655479,0.951590318,0.146858743,0.174335524,Crop Rotation,0.351384607,268.737,0.020069532
1996,India,South,Vegetables,0.282820705,0.230360919,0.149152542,0.351851852,0.4,0.668148477,0.066413283,0.963785514,0.263218062,Drought-resistant Crops,0.141245499,173.176,0.019565001
1996,France,Provence-Alpes-Cote D’Azur,Cotton,0.369842461,0.322901783,0.103050847,0.534722222,0.7,0.457990665,0.127025405,0.654261705,0.295513004,Water Management,0.455398544,226.226,0.037922506
1996,China,South,Wheat,0.490872718,0.816418529,0.854915254,0.50625,0.3,0.252500556,0.49829966,0.983193277,0.496713347,Water Management,0.651218817,509.854,0.021228466
1996,France,Grand Est,Vegetables,0.447611903,0.688128679,0.274576271,0.585648148,0.6,0.84252056,0.674334867,0.87444978,0.496713347,Water Management,0.486309354,432.969,0.024396234
1996,China,Northeast,Fruits,0.635658915,0.619306167,0.497966102,0.395833333,0.6,0.567237164,0.219443889,0.329731893,0.500285796,Water Management,0.254824755,398.668,0.048042705
1996,Usa,West,Barley,0.388597149,0.10229968,0.497966102,0.704166667,0.1,0.508112914,0.465893179,0.360244098,0.496713347,Crop Rotation,0.347120042,105.23,0.057881651
1996,India,Punjab,Wheat,0.190547637,0.780498085,0.39559322,0.541666667,0,0.545565681,0.49829966,0.494597839,0.909545584,No Adaptation,0.287503562,481.474,0.03701247
1996,France,Nouvelle-Aquitaine,Vegetables,0.224056014,0.506204635,0.124067797,0.180555556,0.9,0.461880418,0.106821364,0.703481393,0.331380394,No Adaptation,0.24654172,327.695,0.016038597
1996,Argentina,Northwest,Coffee,0.664666167,0.506204635,0.947118644,0.2625,1,0.502222716,0.49829966,0.859743898,0.083881109,Drought-resistant Crops,0.347120042,340.465,0.014158026
1996,Canada,British Columbia,Cotton,0.319829957,0.185453221,0.497966102,0.395833333,0,0.398533007,0.364872975,0.515606242,0.392826522,Organic Farming,0.194609227,150.763,0.030504166
1996,Canada,Prairies,Wheat,0.502375594,0.519621221,0.226779661,0.530092593,0.4,0.880417871,0.108021604,0.176370548,0.177336382,Water Management,0.178749061,338.455,0.113881962
1996,France,Northeast,Rice,0.345336334,0.504732954,0.629830508,0.325,0.7,0.502222716,0.436887377,0.993797519,0.154758502,Crop Rotation,0.096320234,332.402,0.015170608
1996,Canada,Northeast,Corn,0.760190048,0.030326627,0.768135593,0.677083333,0.5,0.773838631,0.651530306,0.140256102,0.537439268,Water Management,0.619673341,72.581,0.070873583
1996,Canada,Prairies,Corn,0.303075769,0.623874807,0.970508475,0.322916667,0.8,0.617137142,0.085817163,0.617547019,0.950414404,Water Management,0.271714634,401.818,0.027516779
1996,Russia,Central,Soybeans,0.502375594,0.080774561,0.493559322,0.060416667,0.5,0.502222716,0.762552511,0.145958383,0.371963418,Organic Farming,0.023573297,95.304,0.013230368
1996,Brazil,South,Rice,0.514128532,0.387752186,0.142711864,0.939814815,0.1,0.390420093,0.175635127,0.391556623,0.300943127,Crop Rotation,1,263.418,0.092134831
1996,Argentina,Northwest,Coffee,0.016504126,0.616684289,0.700338983,0.195833333,0.3,0.355190042,0.533106621,0.528411365,0.496713347,No Adaptation,0.074838743,390.963,0.016099379
1996,India,Maharashtra,Cotton,0.72368092,0.944179717,0.932542373,0.491666667,0.5,0.193931985,0.071414283,0.960384154,0.783366676,Organic Farming,0.244747818,585.268,0.025586481
1996,Canada,Quebec,Barley,0.502375594,0.506204635,0.960677966,0.395833333,0.1,0.034674372,0.820964193,0.158663465,0.496713347,Crop Rotation,0.260076937,336.838,0.03728638
1996,Argentina,Northeast,Fruits,0.92748187,0.066511402,0.497966102,0.36875,0.9,0.090909091,0.23904781,0.365046018,0.944269791,No Adaptation,0.168218791,93.257,0.041297756
1996,Usa,Northeast,Vegetables,0.941985496,0.918303852,0.086440678,0.715277778,0.8,0.023894199,0.943588718,0.308123249,0.283223778,No Adaptation,0.989586302,566.511,0.044810127
1996,China,North,Soybeans,0.997249312,0.200687975,0.07559322,0.752314815,1,0.257501667,0.204240848,0.43807523,0.496713347,Organic Farming,1,165.682,0.067236053
1996,Argentina,Pampas,Fruits,0.462365591,0.58794722,0.115932203,0.395833333,0.7,0.720160036,0.819163833,0.712384954,0.290511575,No Adaptation,0.455087687,375.85,0.019082958
1996,Australia,Queensland,Fruits,0.642910728,0.510662542,0.461694915,0.412037037,0.8,0.436985997,0.49829966,0.530412165,0.62960846,Water Management,0.572746937,338.004,0.028242148
1996,Canada,Quebec,Barley,0.502375594,0.506204635,0.960677966,0.395833333,0.1,0.502222716,0.820964193,0.158663465,0.496713347,Crop Rotation,0.260076937,336.838,0.03728638
1996,India,West Bengal,Soybeans,0.833458365,0.534713094,0.886101695,0.089583333,0.1,0.502222716,0.26225245,0.021708683,0.153901115,Crop Rotation,0.238796208,356.112,0.05131821
1996,Australia,Queensland,Coffee,0.502375594,0.506204635,0.402711864,0.1625,1,0.089130918,0.734746949,0.796218487,0.027150614,Water Management,0.166282413,333.7,0.009816787
1996,Brazil,Northeast,Wheat,0.496374094,0.664206721,0.097627119,0.456018519,0.6,0.242164926,0.331066213,0.446178471,0.453986853,Organic Farming,0.43165039,418.594,0.038919267
1996,Australia,Victoria,Coffee,0.834458615,0.392899497,0.382372881,0.659722222,0.1,0.75927984,0.296859372,0.761504602,0.673049443,Crop Rotation,0.191902184,272.264,0.035873465
1996,India,Quebec,Barley,0.096024006,0.120384923,0.76,0.254166667,0.7,0.926539231,0.108621724,0.464985994,0.199771363,Crop Rotation,0.155214621,115.365,0.02924065
1996,Canada,British Columbia,Barley,0.510377594,0.015009716,0.653220339,0.670833333,0.6,0.136697044,0.483296659,0.496298519,0.48871106,Drought-resistant Crops,0.661457659,60.191,0.044759358
1996,Australia,Queensland,Soybeans,0.967991998,0.828906384,0.118983051,0.722222222,0.5,0.799066459,0.546509302,0.269107643,0.312803658,No Adaptation,0.98356993,516.457,0.064615385
1996,Brazil,North,Vegetables,0.182545636,0.878804224,0.379322034,0.398148148,0.2,0.502222716,0.983196639,0.68597439,0.598028008,No Adaptation,0.584093205,536.676,0.018273684
1996,Canada,Quebec,Barley,0.580145036,0.506204635,0.889152542,0.229166667,0.3,0.207490553,0.202040408,0.43467387,0.507430694,Water Management,0.333853587,337.538,0.026383291
1996,India,Maharashtra,Sugarcane,0.502375594,0.349031263,0.472881356,0.162037037,0.4,0.226272505,0.571114223,0.246098439,0.852672192,Drought-resistant Crops,0.219536046,245.119,0.021225544
